Company Common Name,Date,Source,RIC,Headline,Exchange Name,TRBC Economic Sector Name,CUSIP,Attack,Data Breach,Software Breach,Cyber breach,Social breach,Ransomware,Shutdown,Twitter breach,Facebook breach,Stolen Funds,Mitigation,ticker,exchange,Date_day
Twitter Inc,2020-03-14 02:04:09,HINDUT,TWTR.N,Speaker's Twitter account hacked to post misleading information: MP assembly,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2020-03-14
Twitter Inc,2020-05-29 05:18:36,HINDUT,TWTR.N,Former Pakistan legend Waqar Younis leaves social media after his Twitter account is hacked again,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2020-05-29
Twitter Inc,2020-07-15 16:56:02,BUSINT,TWTR.N,High profile Twitter accounts were hacked,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2020-07-15
Twitter Inc,2020-12-16 18:12:00,EVESTA,TWTR.N,Hacker 'logs into Donald Trump's Twitter account by guessing his password was MAGA2020!',unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2020-12-16
Twitter Inc,2021-07-18 13:45:10,ASNEWS,TWTR.N,"AIMIM's official Twitter handle hacked, name changed to Elon Musk  restored hours later",unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2021-07-18
Twitter Inc,2022-01-12 02:10:55,MINTNE,TWTR.N,"I&B ministry's Twitter account briefly hacked, restored later",unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2022-01-12
Twitter Inc,2022-04-09 09:45:10,ASNEWS,TWTR.N,Cyber experts to probe hacking of UP CMO's Twitter account,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2022-04-09
Twitter Inc,2022-07-03 16:49:09,RTRS,TWTR.N,UPDATE 3-British Army's Twitter and YouTube accounts restored after hack,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2022-07-03
Twitter Inc,2022-09-04 09:51:28,PRETRU,TWTR.N,TN Minister's Twitter account briefly hacked,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2022-09-04
Twitter Inc,2022-08-05 18:26:57,RTRS,TWTR.N,Millions of Twitter users hacked in 'colossal' security breach,unknown,Technology,90184L10,Data-breach,1.0,,,,,,,,,,TWTR,N,2022-08-05
Twitter Inc,2023-03-05 06:37:29,TIMNOW,TWTR.N,Honda Motorcycle and Scooter India's Twitter account hacked!,unknown,Technology,90184L10,Twitter-account-hack,,,,,,,1.0,,,,TWTR,N,2023-03-05
Twitter Inc,2023-08-28 22:07:37,EVESTA,TWTR.N,Who are Anonymous Sudan? Hacker group behind behind Twitter outage mocks Elon Musk's rebrand,unknown,Technology,90184L10,Shutdown,,,,,,1.0,,,,,TWTR,N,2023-08-28
U-Haul Holding Co,2022-09-09 16:10:07,PUBT,UHAL.O,Form – 8k,unknown,Industrials,02358610,Data-breach,1.0,,,,,,,,,,UHAL,O,2022-09-09
US Aerospace Inc,2020-09-17 18:00:38,WASHPO,USAE.PK,Iranian men accused of hacking U.S. aerospace companies,OTC MARKETS,Industrials,90345G10,Data-breach,1.0,,,,,,,,,,USAE,PK,2020-09-17
United Airlines Holdings Inc,2015-07-29 06:29:02,RTRS,UAL.OQ,United Airlines data breached by China-backed hackers - Bloomberg,NASDAQ/NGS (GLOBAL SELECT MARKET),Industrials,91004710,Data-breach,1.0,,,,,,,,,,UAL,OQ,2015-07-29
Urban One Inc,2019-05-10 18:03:09,RTRS,UONEK.O,BRIEF-Urban One Says Co Was Target Of An External Cyber-Attack,unknown,Consumer Cyclicals,91705J20,Shutdown,,,,,,1.0,,,,,UONEK,O,2019-05-10
Usio Inc,2021-12-30 16:43:10,RTRS,USIO.O,BRIEF-Usio Detected A Ransomware Attack That Accessed And Encrypted Small Portion Of Co's IT Systems,unknown,Industrials,91731310,Ransomware,1.0,,,,1.0,,,,,,USIO,O,2021-12-30
Veeco Instruments Inc,2018-11-01 06:44:41,RTRS,VECO.O,"BRIEF-Veeco Instruments Inc Says Recently Discovered Attack On Computer Systems By What Appears To Be A ""Highly-Sophisticated Actor""",unknown,Technology,92241710,Data-breach,1.0,,,,,,,,,,VECO,O,2018-11-01
Vera Bradley Inc,2016-10-12 09:28:18,RTRS,VRA.O,Handbag maker Vera Bradley says its payment system was hacked,unknown,Consumer Cyclicals,92335C10,Data-breach,1.0,,,,,,,,,,VRA,O,2016-10-12
Verint Systems Inc,2019-04-24 09:06:52,RTRS,VRNT.O,BRIEF-Verint Provides Details On Successful Mitigation Of Last Week's Ransomware Attack,unknown,Technology,92343X10,Mitigation,,,,,,,,,,1.0,VRNT,O,2019-04-24
Viasat Inc,2022-02-28 06:31:08,RTRS,VSAT.O,BRIEF-Satellite Giant Viasat Probes Suspected Broadband Cyberattack Amid Russia Fears - Sky News,unknown,Technology,92552V10,Code-vulnerability,,1.0,,,,1.0,,,,,VSAT,O,2022-02-28
Volvo AB,2018-11-29 00:01:00,EVESTA,VOLVb.ST,I lost a £72k Volvo to hackers twice in a year,NASDAQ STOCKHOLM AB,Industrials,92885630,Car-hacking,,1.0,,,,,,,,,VOLVb,ST,2018-11-29
Walgreens Boots Alliance Inc,2020-03-07 11:00:41,PRN,WBA.O,Keller Grover LLP is Investigating Walgreens Data Breach,unknown,Consumer Non-Cyclicals,93142710,Data-breach,1.0,,,,,,,,,,WBA,O,2020-03-07
Waterloo Brewing Ltd,2019-10-21 08:03:00,BNN,WBR.TO,Disclosing of a social engineering hack that happened in July,unknown,Consumer Non-Cyclicals,94155W10,Stolen Funds,,,,,,,,,1.0,,WBR,TO,2019-10-21
Wendys Co,2016-07-07 12:58:06,RTRS,WEN.OQ,UPDATE 2-Wendy's says hackers stole card data in breach disclosed in Jan,NASDAQ/NGS (GLOBAL SELECT MARKET),Consumer Cyclicals,95058W10,Data-breach,1.0,,,,,,,,,,WEN,OQ,2016-07-07
Western Digital Corp,2023-04-03 02:06:00,DIGITA,WDC.O,Western Digital hit by data breach,unknown,Technology,95810210,Data-breach,1.0,,,,,,,,,,WDC,O,2023-04-03
Zynga Inc (Pre-Merger),2019-09-12 06:00:00,FRBS,ZNGA.O,Data Breach Warning For 200 Million Android And iOS Gamers,unknown,Technology,98986T10,Data-breach special,1.0,,,,,,,,,,ZNGA,O,2019-09-12
bebe stores inc,2014-12-04 18:30:27,RTRS,BEBE.PK,Hackers may have stolen Bebe Stores' payment card data-KrebsOnSecurity,OTC MARKETS,Consumer Cyclicals,07557120,Data-breach,1.0,,,,,,,,,,BEBE,PK,2014-12-04
eBay Inc,2014-05-21 07:15:57,RTRS,EBAY.O,EBay says client information stolen in hacking attack,unknown,Technology,27864210,Data-breach,1.0,,,,,,,,,,EBAY,O,2014-05-21
